gene	transcript	chr	strand	txStart	txStop	cdsStart	cdsStop	exonCount	exonStarts	exonStops	start	stop	score
RGPD5	NM_005054	chr2	-	111271397	111334678	111273187	111334601	23	111271397,111281072,111283841,111291041,111293992,111297631,111300935,111301112,111302236,111302645,111303049,111304130,111304421,111304680,111306969,111309300,111315428,111320188,111320679,111324952,111325540,111327233,111334529,	111273222,111281274,111283981,111293265,111294087,111297767,111301019,111301292,111302383,111302783,111303208,111304254,111304597,111304862,111307179,111309388,111315624,111320334,111320910,111325105,111325652,111327301,111334678,	111271397	111334678	1000
RGPD5	NM_005054	chr2	-	113125964	113191107	113127754	113191030	23	113125964,113135629,113138400,113145600,113148551,113152194,113155498,113155675,113156799,113157208,113157612,113158693,113158984,113159243,113161542,113163873,113170007,113174769,113175260,113179536,113180124,113181816,113190958,	113127789,113135831,113138540,113147824,113148646,113152330,113155582,113155855,113156946,113157346,113157771,113158817,113159160,113159425,113161752,113163961,113170203,113174915,113175491,113179689,113180236,113181884,113191107,	113125964	113191107	1000
IL3RA	NM_002183	chrY	+	1405508	1451582	1410658	1451358	12	1405508,1410620,1414208,1417323,1420992,1421214,1425113,1427753,1434030,1447551,1449915,1451283,	1405819,1410722,1414327,1417438,1421125,1421399,1425229,1427780,1434145,1447657,1449997,1451582,	1405508	1451582	1000
CBWD5	NM_001330668	chr9	-	70432003	70490171	70432428	70490068	15	70432003,70432922,70434177,70434346,70445952,70457086,70463030,70465707,70467483,70473436,70475018,70483187,70484374,70486792,70489914,	70432535,70433052,70434243,70434415,70446004,70457143,70463075,70465794,70467530,70473474,70475078,70483279,70484471,70486879,70490171,	70432003	70490171	1000
SSX2	NM_003147	chrX	-	52725945	52736277	52727078	52734799	9	52725945,52727033,52727835,52729492,52731630,52733546,52734177,52734730,52736161,	52726568,52727138,52727981,52729628,52731680,52733642,52734292,52734819,52736277,	52725945	52736277	1000
SSX2	NM_003147	chrX	+	52780279	52790617	52781757	52789480	9	52780279,52781737,52782264,52782914,52784876,52786930,52788577,52789420,52789990,	52780395,52781826,52782379,52783010,52784926,52787066,52788723,52789525,52790617,	52780279	52790617	1000
RGPD5	NM_005054	chr2	+	110551965	110615263	110552042	110613473	23	110551965,110559359,110561008,110561555,110565750,110566326,110571036,110577272,110579481,110581798,110582063,110582406,110583452,110583877,110584277,110585368,110585641,110588893,110592573,110593395,110602679,110605386,110613438,	110552114,110559427,110561120,110561708,110565981,110566472,110571232,110577360,110579691,110581980,110582239,110582530,110583611,110584015,110584424,110585548,110585725,110589029,110592668,110595619,110602819,110605588,110615263,	110551965	110615263	1000
SSX2	NM_001278697	chrX	+	52780279	52790617	52781757	52789521	9	52780279,52781737,52782264,52782914,52784876,52786930,52788577,52789420,52789990,	52780395,52781826,52782379,52783010,52784926,52787066,52788655,52789525,52790617,	52780279	52790617	1000
IL9R	NM_002186	chrX	+	155227245	155240482	155227424	155240074	9	155227245,155232570,155233113,155233341,155234084,155234942,155235747,155237187,155239480,	155227452,155232684,155233225,155233520,155234230,155235144,155235853,155237272,155240482,	155227245	155240482	1000
RBMY1A1	NM_005058	chrY	+	23673223	23687672	23675236	23687394	12	23673223,23675232,23675819,23678942,23681035,23683198,23684268,23684820,23685365,23686397,23686595,23687095,	23673371,23675345,23675923,23679120,23681188,23683313,23684379,23684931,23685476,23686508,23686684,23687672,	23673223	23687672	1000
RBMY1A1	NM_005058	chrY	+	23696764	23711212	23698777	23710934	12	23696764,23698773,23699360,23702483,23704576,23706739,23707809,23708361,23708906,23709938,23710135,23710635,	23696912,23698886,23699464,23702661,23704729,23706854,23707920,23708472,23709017,23710049,23710224,23711212,	23696764	23711212	1000
RBMY1A1	NM_005058	chrY	-	24026222	24040673	24026500	24038660	12	24026222,24027210,24027386,24028418,24028963,24029515,24030581,24032706,24034774,24037971,24038551,24040525,	24026799,24027299,24027497,24028529,24029074,24029626,24030696,24032859,24034952,24038075,24038664,24040673,	24026222	24040673	1000
TRIM49D2	NM_001105522	chr11	+	89657231	89666229	89659929	89666053	7	89657231,89659925,89660625,89662497,89663442,89664338,89665553,	89657341,89660340,89660721,89662728,89663465,89664436,89666229,	89657231	89666229	1000
TRIM49D1	NM_001206627	chr11	+	89659929	89666168	89659929	89666053	6	89659929,89660625,89662497,89663442,89664338,89665553,	89660340,89660721,89662728,89663465,89664436,89666168,	89659929	89666168	1000
FAM156B	NM_001321187	chrX	+	52926321	52937585	52936252	52936894	4	52926321,52928493,52929593,52936135,	52926435,52928567,52929686,52937585,	52926321	52937585	1000
FAM156B	NM_001321187	chrX	-	52976463	52987715	52977154	52977796	4	52976463,52984351,52985470,52987601,	52977913,52984444,52985544,52987715,	52976463	52987715	1000
FAM156B	NM_001321186	chrX	+	52920628	52937585	52936252	52936894	4	52920628,52928493,52929593,52936135,	52920760,52928567,52929686,52937585,	52920628	52937585	1000
FAM156B	NM_001321186	chrX	-	52976463	52993402	52977154	52977796	4	52976463,52984351,52985470,52993270,	52977913,52984444,52985544,52993402,	52976463	52993402	1000
FAM156B	NM_001321183	chrX	+	52925966	52937585	52936252	52936894	4	52925966,52928493,52929593,52936135,	52926216,52928567,52929686,52937585,	52925966	52937585	1000
EIF3CL	NM_001099661	chr16	-	28390902	28415206	28391118	28414939	21	28390902,28391296,28391612,28391788,28391952,28394438,28399378,28399828,28401611,28401840,28402160,28403072,28403300,28411191,28411697,28411935,28412179,28412527,28412859,28414838,28415103,	28391201,28391459,28391700,28391854,28392112,28394802,28399603,28400019,28401705,28401966,28402302,28403176,28403463,28411319,28411807,28411990,28412305,28412717,28412925,28414969,28415206,	28390902	28415206	1000
ASMTL	NM_001173473	chrY	-	1472031	1522655	1472161	1511129	13	1472031,1481624,1486865,1487874,1490550,1494417,1496626,1501161,1503914,1504586,1507989,1511078,1522510,	1472382,1481747,1487009,1488007,1490735,1494580,1497014,1501270,1503976,1504651,1508037,1511210,1522655,	1472031	1522655	1000
MIR4283-1	NR_036246	chr7	-	57023491	57023571	57023571	57023571	1	57023491,	57023571,	57023491	57023571	1000
MIR4283-2	NR_036270	chr7	-	57023491	57023571	57023571	57023571	1	57023491,	57023571,	57023491	57023571	1000
LOC100287834	NR_028349	chr7	+	62809447	62812152	62812152	62812152	2	62809447,62811976,	62809926,62812152,	62809447	62812152	1000
LOC100287834	NR_028349	chr7	-	62856717	62859419	62859419	62859419	2	62856717,62858943,	62856893,62859419,	62856717	62859419	1000
MIR4283-1	NR_036246	chr7	+	63081467	63081547	63081547	63081547	1	63081467,	63081547,	63081467	63081547	1000
MIR4283-2	NR_036270	chr7	+	63081467	63081547	63081547	63081547	1	63081467,	63081547,	63081467	63081547	1000
MIR4650-1	NR_039793	chr7	-	66579308	66579384	66579384	66579384	1	66579308,	66579384,	66579308	66579384	1000
MIR4650-2	NR_039794	chr7	-	66579308	66579384	66579384	66579384	1	66579308,	66579384,	66579308	66579384	1000
MIR4650-1	NR_039793	chr7	+	72162873	72162949	72162949	72162949	1	72162873,	72162949,	72162873	72162949	1000
MIR4650-2	NR_039794	chr7	+	72162873	72162949	72162949	72162949	1	72162873,	72162949,	72162873	72162949	1000
STAG3L1	NR_040583	chr7	-	72467817	72476448	72476448	72476448	12	72467817,72468047,72469198,72469577,72469993,72470283,72470880,72473543,72474167,72474417,72476215,72476333,	72468037,72468887,72469313,72469685,72470073,72470382,72471004,72473660,72474253,72474556,72476308,72476448,	72467817	72476448	1000
PMS2P7	NR_130940	chr7	+	72476602	72486904	72486904	72486904	6	72476602,72479964,72481989,72482242,72483620,72486857,	72476697,72480104,72482076,72482355,72483806,72486904,	72476602	72486904	1000
PMS2P5	NR_027776	chr7	+	72476618	72520245	72520245	72520245	6	72476618,72507940,72509965,72511685,72514919,72519597,	72476697,72508080,72510052,72511869,72515008,72520245,	72476618	72520245	1000
SPDYE8P	NR_003664	chr7	-	72490259	72500309	72500309	72500309	8	72490259,72492582,72492809,72494759,72496072,72497164,72498383,72500191,	72491729,72492687,72493053,72494845,72496131,72497383,72498966,72500309,	72490259	72500309	1000
SPDYE14P	NR_146072	chr7	-	72490440	72498713	72498713	72498713	7	72490440,72492582,72492809,72494759,72496072,72497164,72498383,	72491729,72492687,72493053,72494845,72496131,72497383,72498713,	72490440	72498713	1000
SPDYE13P	NR_146073	chr7	-	72490440	72498713	72498713	72498713	7	72490440,72492582,72492809,72494759,72496072,72497164,72498383,	72491729,72492687,72493053,72494845,72496131,72497383,72498713,	72490440	72498713	1000
SPDYE15P	NR_146074	chr7	-	72490440	72498713	72498713	72498713	7	72490440,72492582,72492809,72494759,72496072,72497164,72498383,	72491729,72492687,72493053,72494845,72496131,72497383,72498713,	72490440	72498713	1000
SPDYE14P	NR_146072	chr7	-	72518502	72526775	72526775	72526775	7	72518502,72520644,72520871,72522821,72524134,72525226,72526445,	72519791,72520749,72521115,72522907,72524193,72525445,72526775,	72518502	72526775	1000
SPDYE13P	NR_146073	chr7	-	72518502	72526775	72526775	72526775	7	72518502,72520644,72520871,72522821,72524134,72525226,72526445,	72519791,72520749,72521115,72522907,72524193,72525445,72526775,	72518502	72526775	1000
SPDYE15P	NR_146074	chr7	-	72518502	72526775	72526775	72526775	7	72518502,72520644,72520871,72522821,72524134,72525226,72526445,	72519791,72520749,72521115,72522907,72524193,72525445,72526775,	72518502	72526775	1000
SPDYE10P	NR_146079	chr7	-	72518871	72569537	72569537	72569537	10	72518871,72520644,72520871,72522821,72524134,72525226,72526445,72529679,72548942,72569410,	72519791,72520749,72521115,72522907,72524193,72525445,72527028,72530161,72549035,72569537,	72518871	72569537	1000
GTF2IP4	NR_003580	chr7	+	72569011	72621336	72621336	72621336	24	72569011,72589454,72590896,72593126,72594578,72596116,72597154,72598700,72604105,72605410,72606536,72606990,72608665,72609675,72609918,72612003,72612732,72613735,72614488,72616151,72617462,72618602,72619422,72620191,	72569431,72589565,72590962,72593310,72594637,72596188,72597338,72598759,72604177,72605594,72606595,72607065,72608767,72609741,72610102,72612059,72612813,72613819,72614672,72616180,72617504,72618644,72619498,72621336,	72569011	72621336	1000
GTF2IP1	NR_002206	chr7	+	72569016	72621336	72621336	72621336	24	72569016,72589454,72590896,72593126,72594578,72596116,72597154,72598700,72604105,72605410,72606536,72606990,72608665,72609675,72609918,72612003,72612732,72613735,72614488,72616151,72617462,72618602,72619422,72620191,	72569431,72589565,72590962,72593310,72594637,72596188,72597338,72598759,72604177,72605594,72606595,72607065,72608767,72609741,72610102,72612059,72612813,72613819,72614672,72616180,72617504,72618644,72619498,72621336,	72569016	72621336	1000
PMS2P5	NR_027775	chr7	+	74306886	74322330	74322330	74322330	7	74306886,74310232,74312262,74312525,74313767,74317003,74321682,	74306965,74310372,74312349,74312628,74313951,74317092,74322330,	74306886	74322330	1000
PMS2P5	NR_027776	chr7	+	74306886	74322330	74322330	74322330	6	74306886,74310232,74312262,74313767,74317003,74321682,	74306965,74310372,74312349,74313951,74317092,74322330,	74306886	74322330	1000
PMS2P5	NR_027777	chr7	+	74306886	74336166	74336166	74336166	4	74306886,74310232,74313767,74335466,	74306965,74310372,74313951,74336166,	74306886	74336166	1000
GTF2IP4	NR_003580	chr7	-	74601103	74653459	74653459	74653459	24	74601103,74602941,74603795,74604933,74606257,74607765,74608617,74609623,74610377,74612334,74612695,74613669,74615370,74615840,74616840,74618257,74623675,74625096,74626246,74627797,74629124,74631471,74632868,74653039,	74602248,74603017,74603837,74604975,74606286,74607949,74608701,74609704,74610433,74612518,74612761,74613771,74615445,74615899,74617024,74618329,74623734,74625280,74626318,74627856,74629308,74631537,74632979,74653459,	74601103	74653459	1000
GTF2IP1	NR_002206	chr7	-	74601103	74867641	74867641	74867641	24	74601103,74602941,74603795,74604933,74606257,74607765,74608617,74609623,74610377,74612334,74612695,74613669,74615370,74615840,74616840,74618257,74623675,74625096,74626246,74627797,74629124,74631471,74632868,74867228,	74602248,74603017,74603837,74604975,74606286,74607949,74608701,74609704,74610433,74612518,74612761,74613771,74615445,74615899,74617024,74618329,74623734,74625280,74626318,74627856,74629308,74631537,74632979,74867641,	74601103	74867641	1000
SPDYE10P	NR_146079	chr7	+	74652933	74703750	74703750	74703750	10	74652933,74673590,74692474,74695612,74697177,74698429,74699715,74701506,74701872,74702830,	74653060,74673683,74692956,74696195,74697396,74698488,74699801,74701750,74701977,74703750,	74652933	74703750	1000
SPDYE14P	NR_146072	chr7	+	74695865	74704119	74704119	74704119	7	74695865,74697177,74698429,74699715,74701506,74701872,74702830,	74696195,74697396,74698488,74699801,74701750,74701977,74704119,	74695865	74704119	1000
SPDYE13P	NR_146073	chr7	+	74695865	74704119	74704119	74704119	7	74695865,74697177,74698429,74699715,74701506,74701872,74702830,	74696195,74697396,74698488,74699801,74701750,74701977,74704119,	74695865	74704119	1000
SPDYE15P	NR_146074	chr7	+	74695865	74704119	74704119	74704119	7	74695865,74697177,74698429,74699715,74701506,74701872,74702830,	74696195,74697396,74698488,74699801,74701750,74701977,74704119,	74695865	74704119	1000
PMS2P5	NR_027776	chr7	-	74702376	74988276	74988276	74988276	6	74702376,74977921,74981056,74982815,74984789,74988197,	74703024,74978010,74981240,74982902,74984929,74988276,	74702376	74988276	1000
SPDYE10P	NR_146079	chr7	+	74867122	74918014	74918014	74918014	10	74867122,74887835,74906724,74909857,74911441,74912693,74913980,74915770,74916136,74917094,	74867249,74887928,74907206,74910440,74911660,74912752,74914066,74916014,74916241,74918014,	74867122	74918014	1000
SPDYE14P	NR_146072	chr7	+	74910110	74918383	74918383	74918383	7	74910110,74911441,74912693,74913980,74915770,74916136,74917094,	74910440,74911660,74912752,74914066,74916014,74916241,74918383,	74910110	74918383	1000
SPDYE13P	NR_146073	chr7	+	74910110	74918383	74918383	74918383	7	74910110,74911441,74912693,74913980,74915770,74916136,74917094,	74910440,74911660,74912752,74914066,74916014,74916241,74918383,	74910110	74918383	1000
SPDYE15P	NR_146074	chr7	+	74910110	74918383	74918383	74918383	7	74910110,74911441,74912693,74913980,74915770,74916136,74917094,	74910440,74911660,74912752,74914066,74916014,74916241,74918383,	74910110	74918383	1000
SPDYE8P	NR_003664	chr7	+	74936532	74946587	74946587	74946587	8	74936532,74937875,74939461,74940713,74941999,74943793,74944159,74945117,	74936650,74938458,74939680,74940772,74942085,74944037,74944264,74946587,	74936532	74946587	1000
SPDYE14P	NR_146072	chr7	+	74938128	74946406	74946406	74946406	7	74938128,74939461,74940713,74941999,74943793,74944159,74945117,	74938458,74939680,74940772,74942085,74944037,74944264,74946406,	74938128	74946406	1000
SPDYE13P	NR_146073	chr7	+	74938128	74946406	74946406	74946406	7	74938128,74939461,74940713,74941999,74943793,74944159,74945117,	74938458,74939680,74940772,74942085,74944037,74944264,74946406,	74938128	74946406	1000
SPDYE15P	NR_146074	chr7	+	74938128	74946406	74946406	74946406	7	74938128,74939461,74940713,74941999,74943793,74944159,74945117,	74938458,74939680,74940772,74942085,74944037,74944264,74946406,	74938128	74946406	1000
SPDYE8P	NR_003664	chr7	+	74964559	74974606	74974606	74974606	8	74964559,74965902,74967484,74968736,74970023,74971812,74972178,74973136,	74964677,74966485,74967703,74968795,74970109,74972056,74972283,74974606,	74964559	74974606	1000
SPDYE14P	NR_146072	chr7	+	74966155	74974425	74974425	74974425	7	74966155,74967484,74968736,74970023,74971812,74972178,74973136,	74966485,74967703,74968795,74970109,74972056,74972283,74974425,	74966155	74974425	1000
SPDYE13P	NR_146073	chr7	+	74966155	74974425	74974425	74974425	7	74966155,74967484,74968736,74970023,74971812,74972178,74973136,	74966485,74967703,74968795,74970109,74972056,74972283,74974425,	74966155	74974425	1000
SPDYE15P	NR_146074	chr7	+	74966155	74974425	74974425	74974425	7	74966155,74967484,74968736,74970023,74971812,74972178,74973136,	74966485,74967703,74968795,74970109,74972056,74972283,74974425,	74966155	74974425	1000
PMS2P7	NR_130940	chr7	-	74977963	74988292	74988292	74988292	6	74977963,74981056,74982536,74982815,74984789,74988197,	74978010,74981240,74982649,74982902,74984929,74988292,	74977963	74988292	1000
STAG3L1	NR_040583	chr7	+	74988446	74997085	74997085	74997085	11	74988446,74988551,74990340,74990643,74991241,74993901,74994523,74994832,74995220,74995592,74996017,	74988527,74988678,74990479,74990729,74991358,74994025,74994622,74994912,74995328,74995707,74997085,	74988446	74997085	1000
TRIM49D2	NM_001105522	chr11	-	89644578	89653576	89644754	89650878	7	89644578,89646371,89647342,89648079,89650086,89650467,89653466,	89645254,89646469,89647365,89648310,89650182,89650882,89653576,	89644578	89653576	1000
